"ID","Tags"
"123","Socio-economic"
"124","Finance"
"124","Rainfall related"
"125","Finance"
"125","Temperature related"
"126","Biophysical"
"126","Temperature related"
"127","Rainfall related"
"127","Socio-economic"
"128","Socio-economic"
"128","Temperature related"
"129","Biophysical"
"130","Biophysical"
"131","Biophysical"
"131","Socio-economic"
"132","Biophysical"
"132","Socio-economic"
"133","Season Related"
"133","Socio-economic"
"134","Finance"
"135","Biophysical"
"136","Biophysical"
"136","Socio-economic"
"137","Biophysical"
"137","Socio-economic"
"138","Biophysical"
"138","Socio-economic"
"139","Socio-economic"
"140","Socio-economic"
"141","Socio-economic"
"142","Season Related"
"142","Socio-economic"
"143","Biophysical"
"143","Finance"
"144","Socio-economic"
"144","Weather and environment"
"145","Biophysical"
"145","Pest and diseases"
"146","Biophysical"
"146","Pest and diseases"
"147","Finance"
"147","Socio-economic"
"148","Biophysical"
"148","Rainfall related"
"149","Pest and diseases"
"149","Socio-economic"
"150","Pest and diseases"
"150","Socio-economic"
"151","Pest and diseases"
"151","Socio-economic"
"152","Capacity building"
"153","Capacity building"
"153","Socio-economic"
"154","Capacity building"
"154","Socio-economic"
"155","Socio-economic"
"156","Governance"
"157","Socio-economic"
"158","Governance"
"159","Governance"
"160","Socio-economic"
"161","Biophysical"
"162","Biophysical"
"162","Socio-economic"
"163","Biophysical"
"163","Socio-economic"
"164","Biophysical"
"164","Socio-economic"
"165","Biophysical"
"165","Socio-economic"
"166","Infrastrcuture"
"167","Finance"
"168","Weather"
"168","Biophysical"
"169","Infrastrcuture"
"169","Socio-economic"
"170","Finance"
"170","Socio-economic"
"171","Socio-economic"
"171","Weather"
"171","Biophysical"
"172","Infrastrcuture"
"172","Technology"
"173","Community level"
"173","Farm level"
"173","Socio-economic"
"174","Research and development"
"174","Technology"
"175","Research and development"
"175","Technology"
"176","Partnership required"
"176","Research and development"
"177","Community level"
"177","Ecosystem"
"177","Policy level"
"178","Community level"
"179","Partnership required"
"179","Research and development"
"180","Capacity building"
"180","Partnership required"
"180","Research and development"
"181","Capacity building"
"181","Partnership required"
"181","Research and development"
"182","Infrastrcuture"
"182","Partnership required"
"182","Research and development"
"183","Research and development"
"183","Technology"
"184","Capacity building"
"184","Network required"
"185","Capacity building"
"185","Network required"
"186","Governance"
"186","Partnership required"
"186","Policy level"
"187","Policy level"
"187","Socio-economic"
"188","Institutions and policies"
"188","Partnership required"
"188","Policy level"
"189","Infrastrcuture"
"189","Network dependent"
"190","Governance"
"190","Partnership required"
"190","Policy level"
"191","Capacity building"
"191","Partnership required"
"191","Policy level"
"191","Socio-economic"
"192","Biophysical"
"192","Climate smart agriculture"
"192","Farm level"
"192","Policy level"
"193","Capacity building"
"193","Farm level"
"194","Capacity building"
"194","Community level"
"194","Network dependent"
"195","Capacity building"
"195","Community level"
"195","Network dependent"
"196","Capacity building"
"196","Community level"
"197","Governance"
"197","Partnership required"
"197","Policy level"
"198","Community level"
"198","Farm level"
"198","Socio-economic"
"199","Infrastrcuture"
"199","Technology"
"200","Capacity building"
"200","Farm level"
"201","Biophysical"
"201","Capacity building"
"202","Infrastrcuture"
"202","Network dependent"
"202","Partnership required"
"203","Partnership required"
"203","Policy level"
"203","Research and development"
"204","Biophysical"
"204","Capacity building"
"204","Infrastrcuture"
"205","Community level"
"205","Governance"
"206","Socio-economic"
"207","Socio-economic"
"208","Socio-economic"
"209","Biophysical"
"209","Temperature related"
"210","Biophysical"
"210","Temperature related"
"211","Biophysical"
"211","Rainfall related"
"212","Biophysical"
"212","Rainfall related"
"213","Biophysical"
"213","Rainfall related"
"214","Biophysical"
"214","Rainfall related"
"215","Biophysical"
"215","Wind related"
"216","Biophysical"
"216","Season Related"
"217","Biophysical"
"217","Location specific"
"218","Biophysical"
"218","Temperature related"
"219","Biophysical"
"219","Temperature related"
"220","Biophysical"
"220","Temperature related"
"221","Biophysical"
"221","Temperature related"
"222","Biophysical"
"222","Rainfall related"
"223","Biophysical"
"223","Rainfall related"
"224","Biophysical"
"224","Location specific"
"224","Rainfall related"
"225","Biophysical"
"225","Rainfall related"
"226","Biophysical"
"226","Rainfall related"
"227","Biophysical"
"227","Rainfall related"
"228","Biophysical"
"228","Rainfall related"
"229","Biophysical"
"229","Rainfall related"
"230","Biophysical"
"230","Rainfall related"
"231","Rainfall related"
"231","Socio-economic"
"232","Rainfall related"
"232","Socio-economic"
"233","Rainfall related"
"233","Socio-economic"
"234","Socio-economic"
"234","Temperature related"
"235","Biophysical"
"235","Rainfall related"
"236","Infrastrcuture"
"236","Rainfall related"
"237","Finance"
"237","Socio-economic"
"238","Finance"
"238","Socio-economic"
"239","Biophysical"
"239","Socio-economic"
"240","Biophysical"
"240","Socio-economic"
"241","Biophysical"
"241","Finance"
"241","Socio-economic"
"242","Biophysical"
"243","Biophysical"
"243","Socio-economic"
"244","Biophysical"
"245","Biophysical"
"245","Socio-economic"
"246","Biophysical"
"246","Rainfall related"
"247","Biophysical"
"247","Rainfall related"
"248","Socio-economic"
"249","Biophysical"
"249","Pest and diseases"
"250","Biophysical"
"250","Pest and diseases"
"251","Biophysical"
"252","Biophysical"
"253","Biophysical"
"253","Technology"
"254","Biophysical"
"254","Human capacity"
"255","Gender"
"255","Institutions and policies"
"256","Institutions and policies"
"257","Biophysical"
"257","Gender"
"257","Governance"
"257","Institutions and policies"
"258","Biophysical"
"258","Governance"
"258","Institutions and policies"
"259","Finance"
"259","Institutions and policies"
"260","Governance"
"261","Finance"
"261","Institutions and policies"
"262","Biophysical"
"262","Weather and environment"
"263","Biophysical"
"263","Human capacity"
"264","Biophysical"
"264","Human capacity"
"265","Biophysical"
"265","Pest and diseases"
"265","Weather and environment"
"266","Biophysical"
"266","Weather and environment"
"267","Biophysical"
"267","Infrastrcuture"
"268","Biophysical"
"268","Infrastrcuture"
"269","Biophysical"
"269","Governance"
"269","Institutions and policies"
"270","Biophysical"
"270","Governance"
"270","Institutions and policies"
"271","Biophysical"
"271","Governance"
"271","Human capacity"
"272","Biophysical"
"272","Weather and environment"
"273","Gender"
"273","Governance"
"273","Institutions and policies"
"273","Socio-economic"
"274","Finance"
"274","Gender"
"274","Governance"
"274","Institutions and policies"
"274","Socio-economic"
"275","Biophysical"
"275","Governance"
"275","Institutions and policies"
"276","Biophysical"
"276","Governance"
"276","Institutions and policies"
"277","Biophysical"
"277","Governance"
"277","Institutions and policies"
"277","Research and development"
"278","Biophysical"
"278","Governance"
"278","Institutions and policies"
"279","Finance"
"279","Governance"
"279","Institutions and policies"
"280","Capacity building"
"280","Community level"
"280","Farm level"
"280","Human capacity"
"281","Capacity building"
"281","Community level"
"281","Farm level"
"281","Human capacity"
"282","Capacity building"
"282","Community level"
"282","Farm level"
"282","Human capacity"
"282","Partnership required"
"283","Agroforestry"
"283","Climate smart agriculture"
"283","Community level"
"283","Conservation agriculture"
"283","Farm level"
"284","Capacity building"
"284","Community level"
"284","Farm level"
"284","Human capacity"
"284","Technology"
"285","Infrastrcuture"
"286","Finance"
"286","Human capacity"
"286","Policy and institution"
"287","Capacity building"
"287","Community level"
"287","Farm level"
"287","Gender"
"287","Human capacity"
"288","Governance"
"288","Institutions and policies"
"288","Policy level"
"289","Finance"
"290","Finance"
"290","Institutions and policies"
"291","Agroforestry"
"291","Climate smart agriculture"
"291","Community level"
"291","Conservation agriculture"
"291","Farm level"
"292","Agroforestry"
"292","Climate smart agriculture"
"292","Community level"
"292","Conservation agriculture"
"292","Farm level"
"293","Agroforestry"
"293","Climate smart agriculture"
"293","Community level"
"293","Conservation agriculture"
"293","Farm level"
"294","Climate smart agriculture"
"294","Ecosystem-based adaptation"
"295","Climate smart agriculture"
"296","Community level"
"296","Farm level"
"296","Governance"
"296","Institutions and policies"
"296","Network dependent"
"296","Partnership required"
"297","Governance"
"297","Institutions and policies"
"298","Governance"
"298","Policy and institution"
"298","Policy level"
"299","Institutions and policies"
"299","Policy level"
"300","Capacity building"
"300","Climate smart agriculture"
"300","Conservation agriculture"
"300","Farm level"
"300","Institutions and policies"
"301","Climate smart agriculture"
"301","Farm level"
"302","Community level"
"302","Farm level"
"302","Governance"
"302","Institutions and policies"
"302","Partnership required"
"302","Research and development"
"303","Capacity building"
"303","Climate smart agriculture"
"303","Conservation agriculture"
"303","Farm level"
"303","Institutions and policies"
"304","Farm level"
"304","Institutions and policies"
"305","Conservation agriculture"
"305","Ecosystem-based adaptation"
"305","Farm level"
"305","Finance"
"306","Agroforestry"
"306","Climate smart agriculture"
"306","Conservation agriculture"
"306","Ecosystem-based adaptation"
"306","Farm level"
"307","Climate smart agriculture"
"307","Farm level"
"308","Gender"
"308","Governance"
"308","Institutions and policies"
"308","Policy level"
"309","Governance"
"309","Institutions and policies"
"309","Policy level"
"310","Gender"
"310","Governance"
"310","Institutions and policies"
"310","Policy level"
"313","Maritime related"
"314","Maritime related"
"315","Biophysical"
"315","Weather and environment"
"316","Biophysical"
"316","Weather and environment"
"317","Biophysical"
"318","Biophysical"
"318","Weather and environment"
"320","Maritime related"
"321","Biophysical"
"321","Maritime related"
"322","Biophysical"
"322","Weather and environment"
"323","Maritime related"
"323","Weather and environment"
"324","Maritime related"
"325","Maritime related"
"326","Socio-economic"
"326","Weather and environment"
"327","Socio-economic"
"327","Weather and environment"
"328","Finance"
"328","Socio-economic"
"328","Weather and environment"
"329","Socio-economic"
"330","Biophysical"
"330","Weather and environment"
"331","Infrastrcuture"
"332","Socio-economic"
"333","Governance"
"333","Socio-economic"
"334","Governance"
"334","Socio-economic"
"335","Ecosystem"
"336","Finance"
"337","Socio-economic"
"338","Biophysical"
"339","Finance"
"340","Socio-economic"
"341","Socio-economic"
"342","Biophysical"
"343","Biophysical"
"344","Governance"
"345","Governance"
"346","Biophysical"
"347","Biophysical"
"348","Biophysical"
"349","Biophysical"
"350","Finance"
"351","Infrastrcuture"
"352","Weather and environment"
"353","Finance"
"354","Socio-economic"
"355","Climate smart agriculture"
"355","Community level"
"355","Farm level"
"355","Partnership required"
"356","Capacity building"
"356","Network dependent"
"357","Climate smart agriculture"
"357","Farm level"
"357","Partnership required"
"357","Technology"
"358","Conservation agriculture"
"358","Farm level"
"358","Policy level"
"359","Conservation agriculture"
"359","Farm level"
"359","Policy level"
"359","Weather and environment"
"360","Conservation agriculture"
"360","Farm level"
"360","Policy level"
"360","Weather and environment"
"361","Biophysical"
"361","Institutions and policies"
"361","Policy level"
"362","Biophysical"
"362","Institutions and policies"
"362","Policy level"
"363","Institutions and policies"
"363","Policy level"
"364","Institutions and policies"
"364","Policy level"
"365","Biophysical"
"365","Ecosystem-based adaptation"
"365","Policy level"
"366","Climate smart agriculture"
"366","Community level"
"366","Policy level"
"367","Community level"
"367","Farm level"
"367","Infrastrcuture"
"368","Climate smart agriculture"
"368","Farm level"
"368","Pest and diseases"
"369","Capacity building"
"369","Network dependent"
"369","Weather and environment"
"370","Community level"
"370","Farm level"
"370","Infrastrcuture"
"371","Climate smart agriculture"
"371","Community level"
"371","Farm level"
"371","Finance"
"372","Farm level"
"372","Rainfall related"
"372","Technology"
"373","Governance"
"373","Institutions and policies"
"373","Network dependent"
"374","Community level"
"374","Farm level"
"374","Socio-economic"
"374","Technology"
"375","Climate smart agriculture"
"375","Farm level"
"375","Rainfall related"
"376","Community level"
"376","Farm level"
"376","Infrastrcuture"
"377","Climate smart agriculture"
"377","Community level"
"377","Farm level"
"378","Community level"
"378","Infrastrcuture"
"379","Capacity building"
"379","Institutions and policies"
"379","Network dependent"
"380","Partnership required"
"380","Research and development"
"381","Finance"
"382","Socio-economic"
"383","Socio-economic"
"384","Weather and environment"
"385","Biophysical"
"386","Biophysical"
"387","Rainfall related"
"388","Season Related"
"389","Temperature related"
"390","Rainfall related"
"391","Rainfall related"
"392","Temperature related"
"393","Temperature related"
"394","Season Related"
"395","Maritime related"
"396","Temperature related"
"397","Rainfall related"
"398","Rainfall related"
"399","Rainfall related"
"400","Rainfall related"
"401","Rainfall related"
"402","Rainfall related"
"403","Rainfall related"
"404","Temperature related"
"405","Rainfall related"
"406","Maritime related"
"407","Maritime related"
"408","Pest and diseases"
"409","Rainfall related"
"410","Rainfall related"
"410","Socio-economic"
"411","Rainfall related"
"411","Socio-economic"
"412","Rainfall related"
"413","Weather and environment"
"414","Weather"
"414","Gender"
"415","Finance"
"415","Rainfall related"
"416","Governance"
"416","Temperature related"
"417","Rainfall related"
"417","Socio-economic"
"418","Rainfall related"
"418","Socio-economic"
"419","Socio-economic"
"419","Temperature related"
"420","Socio-economic"
"420","Temperature related"
"421","Socio-economic"
"421","Temperature related"
"422","Maritime related"
"422","Socio-economic"
"423","Rainfall related"
"423","Socio-economic"
"424","Weather and environment"
"425","Biophysical"
"426","Biophysical"
"427","Biophysical"
"428","Pest and diseases"
"429","Temperature related"
"430","Infrastrcuture"
"431","Finance"
"432","Biophysical"
"433","Rainfall related"
"434","Rainfall related"
"435","Socio-economic"
"436","Socio-economic"
"437","Rainfall related"
"438","Socio-economic"
"439","Socio-economic"
"440","Socio-economic"
"441","Socio-economic"
"442","Socio-economic"
"443","Socio-economic"
"444","Rainfall related"
"445","Rainfall related"
"446","Rainfall related"
"447","Season Related"
"448","Temperature related"
"449","Socio-economic"
"450","Socio-economic"
"451","Socio-economic"
"452","Socio-economic"
"453","Season Related"
"453","Socio-economic"
"454","Season Related"
"454","Socio-economic"
"455","Season Related"
"455","Socio-economic"
"456","Socio-economic"
"457","Finance"
"458","Capacity building"
"459","Pest and diseases"
"460","Pest and diseases"
"461","Ecosystem"
"462","Weather and environment"
"463","Finance"
"464","Capacity building"
"465","Pest and diseases"
"466","Pest and diseases"
"467","Ecosystem"
"468","Capacity building"
"469","Capacity building"
"470","Weather and environment"
"471","Institutions and policies"
"472","Capacity building"
"473","Institutions and policies"
"474","Capacity building"
"475","Governance"
"476","Governance"
"477","Governance"
"478","Governance"
"479","Pest and diseases"
"480","Biophysical"
"481","Biophysical"
"482","Biophysical"
"483","Biophysical"
"484","Biophysical"
"485","Biophysical"
"486","Pest and diseases"
"487","Biophysical"
"488","Biophysical"
"489","Biophysical"
"490","Infrastrcuture"
"491","Technology"
"492","Research and development"
"492","Technology"
"493","Research and development"
"494","Socio-economic"
"495","Infrastrcuture"
"496","Research and development"
"496","Technology"
"497","Research and development"
"497","Technology"
"498","Research and development"
"498","Technology"
"499","Research and development"
"500","Community level"
"500","Farm level"
"500","Socio-economic"
"501","Infrastrcuture"
"501","Technology"
"502","Capacity building"
"502","Network required"
"503","Capacity building"
"503","Partnership required"
"504","Research and development"
"504","Technology"
"505","Policy level"
"505","Socio-economic"
"506","Biophysical"
"506","Climate smart agriculture"
"507","Capacity building"
"507","Partnership required"
"508","Infrastrcuture"
"508","Technology"
"509","Capacity building"
"509","Partnership required"
"510","Capacity building"
"510","Partnership required"
"511","Research and development"
"511","Technology"
"512","Capacity building"
"512","Partnership required"
"513","Institutions and policies"
"513","Policy level"
"514","Institutions and policies"
"514","Policy level"
"515","Community level"
"515","Gender"
"516","Capacity building"
"516","Network dependent"
"517","Infrastrcuture"
"517","Partnership required"
"518","Capacity building"
"518","Network required"
"519","Governance"
"519","Partnership required"
"520","Governance"
"520","Partnership required"
"521","Biophysical"
"521","Climate smart agriculture"
"521","Farm level"
"521","Policy level"
"522","Biophysical"
"522","Farm level"
"523","Pest and diseases"
"523","Research and development"
"523","Technology"
"524","Community level"
"524","Infrastrcuture"
"524","Technology"
"525","Agroforestry"
"525","Community level"
"525","Policy level"
"525","Weather and environment"
"526","Climate smart agriculture"
"526","Farm level"
"526","Policy level"
"527","Partnership required"
"527","Technology"
"528","Pest and diseases"
"528","Research and development"
"528","Technology"
"529","Network required"
"529","Partnership required"
"530","Climate smart agriculture"
"530","Network required"
"531","Climate smart agriculture"
"531","Technology"
"532","Infrastrcuture"
"533","Pest and diseases"
"533","Technology"
"534","Finance"
"534","Research and development"
"535","Socio-economic"
"536","Conservation agriculture"
"536","Farm level"
"536","Partnership required"
"537","Governance"
"537","Policy level"
"538","Climate smart agriculture"
"538","Farm level"
"539","Institutions and policies"
"539","Policy level"
"540","Partnership required"
"540","Technology"
"541","Partnership required"
"541","Technology"
"542","Partnership required"
"542","Technology"
"543","Partnership required"
"543","Technology"
"544","Partnership required"
"544","Technology"
"545","Finance"
"545","Research and development"
"546","Climate smart agriculture"
"546","Farm level"
"547","Capacity building"
"548","Socio-economic"
"549","Socio-economic"
"550","Socio-economic"
"551","Socio-economic"
"552","Socio-economic"
"553","Biophysical"
"553","Rainfall related"
"554","Biophysical"
"554","Rainfall related"
"555","Biophysical"
"555","Temperature related"
"556","Biophysical"
"556","Pest and diseases"
"556","Temperature related"
"557","Biophysical"
"557","Temperature related"
"558","Biophysical"
"558","Rainfall related"
"559","Biophysical"
"559","Rainfall related"
"560","Biophysical"
"560","Pest and diseases"
"560","Rainfall related"
"561","Biophysical"
"561","Rainfall related"
"562","Biophysical"
"562","Temperature related"
"563","Biophysical"
"563","Rainfall related"
"564","Biophysical"
"565","Biophysical"
"566","Biophysical"
"567","Biophysical"
"568","Biophysical"
"569","Biophysical"
"570","Biophysical"
"571","Biophysical"
"572","Biophysical"
"573","Biophysical"
"573","Socio-economic"
"574","Biophysical"
"574","Finance"
"574","Socio-economic"
"575","Finance"
"575","Socio-economic"
"576","Biophysical"
"576","Finance"
"576","Socio-economic"
"577","Biophysical"
"577","Infrastrcuture"
"578","Biophysical"
"579","Biophysical"
"580","Infrastrcuture"
"580","Socio-economic"
"581","Biophysical"
"581","Socio-economic"
"582","Finance"
"582","Infrastrcuture"
"582","Socio-economic"
"583","Biophysical"
"583","Socio-economic"
"584","Biophysical"
"584","Socio-economic"
"585","Biophysical"
"585","Pest and diseases"
"586","Biophysical"
"586","Pest and diseases"
"587","Biophysical"
"587","Socio-economic"
"588","Biophysical"
"589","Biophysical"
"589","Human capacity"
"590","Biophysical"
"590","Human capacity"
"591","Biophysical"
"591","Institutions and policies"
"592","Biophysical"
"592","Institutions and policies"
"593","Biophysical"
"593","Institutions and policies"
"594","Governance"
"594","Human capacity"
"594","Institutions and policies"
"594","Socio-economic"
"595","Finance"
"595","Institutions and policies"
"595","Socio-economic"
"595","Technology"
"596","Finance"
"596","Institutions and policies"
"596","Socio-economic"
"597","Biophysical"
"597","Human capacity"
"598","Biophysical"
"598","Human capacity"
"598","Weather and environment"
"599","Biophysical"
"599","Human capacity"
"600","Biophysical"
"600","Institutions and policies"
"600","Technology"
"601","Biophysical"
"601","Institutions and policies"
"601","Technology"
"602","Infrastrcuture"
"602","Institutions and policies"
"602","Socio-economic"
"603","Climate smart agriculture"
"603","Conservation agriculture"
"603","Farm level"
"603","Human capacity"
"604","Capacity building"
"604","Farm level"
"604","Technology"
"605","Climate smart agriculture"
"605","Ecosystem-based adaptation"
"605","Farm level"
"605","Human capacity"
"606","Farm level"
"606","Human capacity"
"606","Partnership required"
"606","Policy level"
"607","Community level"
"607","Governance"
"607","Human capacity"
"607","Institutions and policies"
"608","Governance"
"608","Human capacity"
"608","Institutions and policies"
"608","Policy level"
"609","Governance"
"609","Institutions and policies"
"609","Network dependent"
"610","Governance"
"610","Institutions and policies"
"610","Policy level"
"611","Institutions and policies"
"611","Policy level"
"611","Research and development"
"612","Finance"
"612","Institutions and policies"
"613","Finance"
"613","Institutions and policies"
"614","Infrastrcuture"
"614","Institutions and policies"
"615","Infrastrcuture"
"615","Institutions and policies"
"616","Climate smart agriculture"
"616","Ecosystem-based adaptation"
"616","Farm level"
"616","Human capacity"
"617","Farm level"
"617","Human capacity"
"618","Climate smart agriculture"
"618","Conservation agriculture"
"618","Farm level"
"618","Weather and environment"
"619","Governance"
"619","Human capacity"
"619","Institutions and policies"
"619","Policy level"
"620","Institutions and policies"
"621","Institutions and policies"
"621","Research and development"
"624","Rainfall related"
"625","Rainfall related"
"626","Temperature related"
"627","Rainfall related"
"628","Rainfall related"
"629","Temperature related"
"630","Temperature related"
"631","Maritime related"
"632","Rainfall related"
"633","Season Related"
"634","Temperature related"
"635","Temperature related"
"636","Temperature related"
"637","Temperature related"
"638","Maritime related"
"639","Maritime related"
"640","Maritime related"
"641","Rainfall related"
"642","Rainfall related"
"643","Maritime related"
"644","Rainfall related"
"645","Rainfall related"
"646","Rainfall related"
"647","Temperature related"
"648","Maritime related"
"649","Maritime related"
"651","Maritime related"
"652","Maritime related"
"653","Maritime related"
"654","Maritime related"
"655","Rainfall related"
"655","Wind related"
"656","Finance"
"656","Rainfall related"
"656","Socio-economic"
"657","Socio-economic"
"658","Rainfall related"
"659","Rainfall related"
"660","Rainfall related"
"661","Rainfall related"
"662","Season Related"
"663","Season Related"
"664","Rainfall related"
"665","Rainfall related"
"666","Season Related"
"667","Temperature related"
"668","Temperature related"
"669","Rainfall related"
"670","Maritime related"
"671","Maritime related"
"672","Biophysical"
"673","Biophysical"
"673","Infrastrcuture"
"674","Biophysical"
"674","Infrastrcuture"
"675","Socio-economic"
"676","Finance"
"676","Socio-economic"
"677","Finance"
"677","Socio-economic"
"678","Pest and diseases"
"679","Season Related"
"679","Socio-economic"
"680","Human capacity"
"680","Infrastrcuture"
"681","Finance"
"681","Human capacity"
"682","Human capacity"
"682","Socio-economic"
"683","Biophysical"
"684","Finance"
"684","Institutions and policies"
"685","Finance"
"685","Gender"
"685","Governance"
"685","Human capacity"
"685","Institutions and policies"
"685","Research and development"
"686","Governance"
"686","Infrastrcuture"
"687","Governance"
"687","Infrastrcuture"
"688","Climate smart agriculture"
"688","Community level"
"688","Conservation agriculture"
"688","Farm level"
"688","Infrastrcuture"
"689","Climate smart agriculture"
"689","Farm level"
"689","Research and development"
"690","Climate smart agriculture"
"690","Community level"
"690","Conservation agriculture"
"690","Farm level"
"690","Partnership required"
"691","Agroforestry"
"691","Community level"
"691","Farm level"
"691","Partnership required"
"692","Community level"
"692","Ecosystem-based adaptation"
"693","Capacity building"
"693","Community level"
"693","Gender"
"694","Agroforestry"
"694","Community level"
"694","Conservation agriculture"
"695","Community level"
"695","Farm level"
"696","Community level"
"696","Network dependent"
"696","Partnership required"
"697","Institutions and policies"
"697","Partnership required"
"697","Policy level"
"698","Community level"
"698","Gender"
"698","Institutions and policies"
"699","Community level"
"699","Finance"
"699","Institutions and policies"
"700","Community level"
"700","Finance"
"700","Governance"
"701","Farm level"
"701","Technology"
"701","Research and development"
"702","Agroforestry"
"702","Climate smart agriculture"
"702","Community level"
"702","Conservation agriculture"
"702","Farm level"
"703","Capacity building"
"703","Climate smart agriculture"
"703","Community level"
"703","Conservation agriculture"
"704","Community level"
"704","Infrastrcuture"
"704","Institutions and policies"
"704","Network dependent"
"705","Community level"
"705","Farm level"
"705","Finance"
"705","Infrastrcuture"
"706","Climate smart agriculture"
"706","Conservation agriculture"
"706","Farm level"
"707","Community level"
"707","Farm level"
"707","Finance"
"707","Infrastrcuture"
"708","Climate smart agriculture"
"708","Conservation agriculture"
"708","Farm level"
"709","Agroforestry"
"709","Capacity building"
"709","Climate smart agriculture"
"709","Community level"
"709","Conservation agriculture"
"709","Ecosystem-based adaptation"
"709","Farm level"
"709","Finance"
"709","Governance"
"709","Institutions and policies"
"710","Community level"
"710","Institutions and policies"
"710","Partnership required"
"711","Socio-economic"
"712","Socio-economic"
"713","Socio-economic"
"714","Biophysical"
"714","Rainfall related"
"715","Biophysical"
"715","Rainfall related"
"716","Biophysical"
"716","Rainfall related"
"717","Biophysical"
"717","Temperature related"
"718","Biophysical"
"718","Rainfall related"
"719","Biophysical"
"719","Rainfall related"
"720","Biophysical"
"720","Temperature related"
"721","Biophysical"
"721","Temperature related"
"722","Biophysical"
